,Unnamed: 0,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,ΔValue
7827,7827,None,2022-01-21 17:04:38,2022-01-21,XENE,Xenon Pharmaceuticals Inc.,KENNEY CHRISTOPHER JOHN,Chief Medical Officer,Purchase,$28.81,+700.00,700.00,0%,"+$20,167.00"
7980,7980,M,2022-01-14 18:45:17,2022-01-13,KIRK,"KIRKLAND’S, INC",Lewis John Hartnett,10%,Purchase,$16.78,"+135,000.00","1,674,481.00",8.77%,"+$2,265,650.00"
8387,8387,M,2022-01-03 09:06:28,2021-12-30,IDN,"Intellicheck, Inc.",Lewis Bryan,"Dir,CEO",Purchase,$5.00,"+5,000.00","185,777.00",2.77%,"+$24,983.00"
8388,8388,None,2022-01-03 09:08:42,2021-12-29,IDN,"Intellicheck, Inc.",Gafke Garrett,President,Purchase,$4.93,"+1,000.00","25,700.00",4.05%,"+$4,930.00"
8734,8734,None,2021-12-21 19:39:02,2021-12-21,AIMD,"Ainos, Inc.",tsai chun-hsien,"Dir,CHIEF EXECUTIVE OFFICER",Purchase,$0.50,"+333,986.00","333,986.00",0%,"+$166,993.00"
8647,8647,None,2021-12-22 20:06:48,2021-12-20,ANIP,ANI PHARMACEUTICALS INC,Thoma Jeanne,Dir,Purchase,$46.47,"+1,072.00","17,785.00",6.41%,"+$49,819.59"
8735,8735,None,2021-12-21 19:48:43,2021-12-20,AIMD,"Ainos, Inc.",tsai chung-jung,Dir,Purchase,$0.50,"+133,986.00","133,986.00",0%,"+$66,993.00"
8830,8830,M,2021-12-20 14:24:12,2021-12-20,IDN,"Intellicheck, Inc.",Gafke Garrett,President,Purchase,$4.93,"+3,700.00","24,700.00",17.62%,"+$18,223.89"
8844,8844,None,2021-12-20 16:01:39,2021-12-16,HYLN,Hyliion Holdings Corp.,KNIGHT ROBERT M JR,Dir,Purchase,$6.15,"+10,000.00","20,000.00",100%,"+$61,481.00"
9247,9247,None,2021-12-14 16:41:46,2021-12-13,MITI,"Mitesco, Inc.",KELLER PHILLIP J,Chief Financial Officer,Purchase,$0.16,"+20,000.00","1,770,000.00",1.14%,"+$3,200.00"
9215,9215,M,2021-12-14 09:16:37,2021-12-10,IDN,"Intellicheck, Inc.",Gafke Garrett,President,Purchase,$5.56,"+20,000.00","21,000.00",2000%,"+$111,256.50"
9108,9108,None,2021-12-16 19:38:58,2021-12-09,ROCAU,ROC Energy Acquisition Corp.,"ROC Energy Holdings, LLC",10%,Purchase,$10.00,"+81,000.00","5,971,000.00",1.38%,"+$810,000.00"
9346,9346,None,2021-12-13 17:22:19,2021-12-09,SPLP,STEEL PARTNERS HOLDINGS L.P.,HOWARD JACK L,"Dir,President 10%,other",Purchase,$39.00,"+4,500.00","4,474,457.00",0.1%,"+$175,500.00"
9500,9500,None,2021-12-10 16:01:39,2021-12-09,HYLN,Hyliion Holdings Corp.,GALLAGHER DENNIS M.,Chief Operating Officer,Purchase,$6.48,"+2,021.00","95,988.00",2.15%,"+$13,096.08"
9539,9539,None,2021-12-09 16:01:13,2021-12-08,HYLN,Hyliion Holdings Corp.,OLKKOLA EDWARD E,Dir,Purchase,$6.55,"+6,100.00","1,004,270.00",0.61%,"+$39,944.02"
9521,9521,None,2021-12-09 16:31:36,2021-12-07,ANIP,ANI PHARMACEUTICALS INC,Pera Antonio R,Dir,Purchase,$42.26,"+3,000.00","19,713.00",17.95%,"+$126,793.50"
9579,9579,None,2021-12-08 08:08:06,2021-12-07,IDN,"Intellicheck, Inc.",White Billy Joe,"CFO, COO, Secretary & Treas",Purchase,$5.25,"+1,000.00","285,773.00",0.35%,"+$5,249.00"
9217,9217,None,2021-12-14 14:14:42,2021-12-06,xpl,SOLITARIO ZINC CORP.,MARONICK JAMES R,Chief Financial Officer,Purchase,$0.50,"+50,000.00","641,039.00",8.46%,"+$25,000.00"
9218,9218,None,2021-12-14 14:07:48,2021-12-06,xpl,SOLITARIO ZINC CORP.,HUNT WALTER H,Chief Operating Officer,Purchase,$0.50,"+50,000.00","465,462.00",12.03%,"+$25,000.00"
9517,9517,None,2021-12-09 15:06:43,2021-12-06,AIMD,"Ainos, Inc.",chang wen-han,Dir,Purchase,$0.25,"+4,000,000.00","4,000,000.00",0%,"+$1,000,000.00"
9518,9518,None,2021-12-09 15:07:11,2021-12-06,AIMD,"Ainos, Inc.",chiang yao-chung,Dir,Purchase,$2.00,"+150,000.00","150,000.00",0%,"+$300,000.00"
9581,9581,M,2021-12-08 21:10:03,2021-12-06,MCF,CONTANGO OIL & GAS CO,DWS Growth Capital LP,,"Purchase,J",$0.04,"-26,381,270.00",0.00,-100%,"+$966,895.38"
9582,9582,M,2021-12-08 21:10:45,2021-12-06,MCF,CONTANGO OIL & GAS CO,SCHNITZER DOUGLAS W,,"Purchase,J",$0.04,"-26,381,270.00",0.00,-100%,"+$966,895.38"
9588,9588,M,2021-12-08 19:37:39,2021-12-06,SPLP,STEEL PARTNERS HOLDINGS L.P.,HOWARD JACK L,"Dir,President 10%,other",Purchase,$37.09,"+16,000.00","4,469,957.00",0.36%,"+$593,441.60"
9596,9596,None,2021-12-08 09:46:20,2021-12-06,CULP,CULP INC,JACKSON FRED A,Dir,Purchase,$10.30,"+10,000.00","46,095.00",27.7%,"+$103,050.00"
9598,9598,None,2021-12-08 19:51:24,2021-12-06,AMRS,"AMYRIS, INC.",MCCANN JAMES F,Dir,Purchase,$5.71,"+17,400.00","29,831.00",139.97%,"+$99,354.00"
9609,9609,None,2021-12-08 12:03:25,2021-12-06,DAKT,DAKTRONICS INC,Kurtenbach Reece A,"Dir,Chairman, President and CEO",Purchase,$4.72,"+10,000.00","412,043.00",2.49%,"+$47,151.00"
9617,9617,M,2021-12-08 20:39:32,2021-12-06,TWTR,"TWITTER, INC.","SLTA V (GP), L.L.C.",Dir,Purchase,$44.53,"+2,100,000.00","2,100,000.00",0%,"+$93,511,901.32"
9625,9625,None,2021-12-08 07:29:37,2021-12-06,CMMB,Chemomab Therapeutics Ltd.,Cohen Neil Harris,Dir,Purchase,$7.43,"+2,000.00","4,409.00",83.02%,"+$14,860.00"
9626,9626,None,2021-12-08 12:06:46,2021-12-06,DAKT,DAKTRONICS INC,Anderson Sheila Mae,CFO & Treasurer,Purchase,$4.61,"+3,000.00","29,264.94",11.42%,"+$13,820.70"
9628,9628,None,2021-12-08 17:33:47,2021-12-06,MGNI,"MAGNITE, INC.",Lam Rachel,Dir,Purchase,$16.15,"+2,500.00","181,763.00",1.39%,"+$40,375.00"
9638,9638,None,2021-12-08 19:17:04,2021-12-06,MITI,"Mitesco, Inc.",Diamond Lawrence M.,"Dir,Chief Executive Officer",Purchase,$0.17,"+21,000.00","8,029,271.00",0.26%,"+$3,570.00"
9643,9643,None,2021-12-08 21:53:49,2021-12-06,ROCAU,ROC Energy Acquisition Corp.,"ROC Energy Holdings, LLC",10%,Purchase,$10.00,"+715,000.00","5,890,000.00",13.82%,"+$7,150,000.00"
9653,9653,None,2021-12-07 16:17:43,2021-12-06,ANIP,ANI PHARMACEUTICALS INC,HAUGHEY THOMAS,Dir,Purchase,$39.38,"+2,500.00","30,202.00",9.02%,"+$98,450.00"
9654,9654,None,2021-12-07 09:03:53,2021-12-06,IDN,"Intellicheck, Inc.",Lewis Bryan,"Dir,CEO",Purchase,$4.91,"+1,000.00","180,777.00",0.56%,"+$4,910.00"
9655,9655,None,2021-12-07 17:42:59,2021-12-06,IDN,"Intellicheck, Inc.",Smith Guy L,Dir,Purchase,$5.01,"+2,000.00","226,233.00",0.89%,"+$10,019.60"
9658,9658,None,2021-12-07 16:49:35,2021-12-06,xpl,SOLITARIO ZINC CORP.,HERALD CHRISTOPHER E,"Dir,President and CEO",Purchase,$0.50,"+50,000.00","1,667,000.00",3.09%,"+$25,000.00"
9683,9683,None,2021-12-07 17:00:12,2021-12-06,BV,"BrightView Holdings, Inc.",DONNELLY THOMAS C,"President, Landscape Dev.",Purchase,$14.37,"+6,000.00","328,489.00",1.86%,"+$86,220.00"
9690,9690,None,2021-12-07 17:44:28,2021-12-06,SITM,SITIME Corp,Heckart Christine,Dir,Purchase,$273.03,+400.00,"2,893.00",16.04%,"+$109,212.00"
9691,9691,M,2021-12-07 09:49:29,2021-12-06,HRZN,Horizon Technology Finance Corp,Pomeroy Robert D. Jr.,"Dir,CHIEF EXECUTIVE OFFICER",Purchase,$16.11,"+3,100.00","152,692.00",2.07%,"+$49,953.00"
9702,9702,None,2021-12-07 16:01:25,2021-12-06,HYLN,Hyliion Holdings Corp.,Oxholm Jose Miguel,"VP, General Counsel & CCO",Purchase,$6.08,"+1,500.00","58,215.00",2.64%,"+$9,127.50"
9704,9704,None,2021-12-07 16:13:16,2021-12-06,XENE,Xenon Pharmaceuticals Inc.,Von Seggern Christopher,Chief Commercial Officer,Purchase,$24.40,"+4,000.00","4,000.00",0%,"+$97,600.00"
9719,9719,None,2021-12-07 16:01:27,2021-12-06,HYLN,Hyliion Holdings Corp.,Baker Sherri,Chief Financial Officer,Purchase,$6.18,"+2,000.00","78,096.00",2.63%,"+$12,360.00"
9750,9750,None,2021-12-06 12:40:17,2021-12-06,KIRK,"KIRKLAND’S, INC",PLEAS CHARLES III,Dir,Purchase,$14.41,"+10,000.00","153,528.00",6.97%,"+$144,097.00"
9755,9755,None,2021-12-06 16:16:42,2021-12-06,NEO,NEOGENOMICS INC,Mallon Mark,"Dir,Chief Executive Officer",Purchase,$30.63,"+17,000.00","72,736.00",30.5%,"+$520,710.00"
9758,9758,None,2021-12-06 19:29:36,2021-12-06,SWBI,"SMITH & WESSON BRANDS, INC.",Diaz Fred M,Dir,Purchase,$17.07,+300.00,"10,226.00",3.02%,"+$5,119.50"
9759,9759,None,2021-12-06 19:32:21,2021-12-06,SWBI,"SMITH & WESSON BRANDS, INC.",Smith Mark Peter,"Dir,See remarks.",Purchase,$16.51,"+3,076.00","204,252.00",1.53%,"+$50,784.76"
9811,9811,None,2021-12-06 15:32:38,2021-12-06,HRZN,Horizon Technology Finance Corp,Michaud Gerald A.,"Dir,PRESIDENT",Purchase,$15.87,"+3,450.00","116,785.97",3.04%,"+$54,751.50"
9845,9845,None,2021-12-06 17:23:57,2021-12-06,WRAP,"WRAP TECHNOLOGIES, INC.",Hickman Glenn M,CHIEF OPERATING OFFICER,Purchase,$4.45,"+5,500.00","35,500.00",18.33%,"+$24,475.00"
95,95,None,2022-06-23 17:29:46,2022-06-21,RSSS,"Research Solutions, Inc.",OLIVIER ROY W,"Dir,CEO & President",Purchase,$1.90,"+2,302.00","131,736.00",1.78%,"+$4,373.80"
526,526,None,2022-06-15 13:11:59,2022-06-14,GAIN,GLADSTONE INVESTMENT CORPORATION\DE,DULLUM DAVID A R,President,Purchase,$12.75,"+4,000.00","140,265.00",2.94%,"+$50,995.20"
2073,2073,None,2022-05-20 14:41:32,2022-05-20,GAIN,GLADSTONE INVESTMENT CORPORATION\DE,Easton Rachael Z.,CFO and Treasurer,Purchase,$14.51,+175.00,375.00,87.5%,"+$2,540.12"
3021,3021,None,2022-05-12 16:26:11,2022-05-11,TTSH,"TILE SHOP HOLDINGS, INC.",Lolmaugh Cabell,"Dir,Chief Executive Officer",Purchase,$4.56,"+4,375.00","205,127.00",2.18%,"+$19,936.88"
3278,3278,M,2022-05-09 17:21:42,2022-05-06,IESC,"IES Holdings, Inc.",Baldock Jennifer A,Dir,Purchase,$26.95,"+1,375.00","1,825.00",305.56%,"+$37,053.12"
3369,3369,None,2022-05-06 17:21:51,2022-05-04,IESC,"IES Holdings, Inc.",Simmes Matthew J,Chief Operating Officer,Purchase,$26.70,"+1,000.00","61,489.00",1.65%,"+$26,700.00"
3445,3445,None,2022-05-05 20:31:40,2022-05-03,IESC,"IES Holdings, Inc.",Gendell David B.,Dir,Purchase,$25.50,"+1,000.00","135,577.00",0.74%,"+$25,500.00"
1407,1407,M,2022-05-27 17:32:39,2022-03-23,BBY,BEST BUY CO INC,SCHULZE RICHARD M,"10%,other","J,Gift,Purchase",$28.03,"-709,986.00","23,610,359.86",-3.1%,"+$19,900,737.60"
6542,6542,M,2022-02-24 16:57:02,2022-02-24,GAIN,GLADSTONE INVESTMENT CORPORATION\DE,DULLUM DAVID A R,President,Purchase,$14.56,"+5,500.00","136,265.00",4.21%,"+$80,105.00"
6598,6598,None,2022-02-23 16:13:06,2022-02-23,GAIN,GLADSTONE INVESTMENT CORPORATION\DE,Easton Rachael Z.,CFO and Treasurer,Purchase,$14.93,+200.00,200.00,0%,"+$2,985.00"
4475,4475,M,2022-04-06 16:39:08,2022-01-12,BBY,BEST BUY CO INC,Marte Mario Jesus,Dir,"Purchase,Sale",$5.21,0.00,"2,725.00",0%,+$52.08
9049,9049,M,2021-12-16 12:23:54,2021-12-14,KELYA,KELLY SERVICES INC,Parfet Donald R,Dir,Purchase,$17.71,"+14,000.00","67,045.00",26.39%,"+$247,968.90"
445,445,M,2022-06-16 09:58:34,2021-12-03,TTSH,"TILE SHOP HOLDINGS, INC.",Glasser Deborah K,Dir,"Purchase,Grant",$0.08,"+25,209.00","126,653.00",24.85%,"+$2,029.58"
9114,9114,M,2021-12-15 17:51:13,2021-12-03,IESC,"IES Holdings, Inc.",Simmes Matthew J,Chief Operating Officer,"Grant,Purchase",$1.01,"+51,000.00","60,489.00",537.46%,"+$51,290.00"
9473,9473,None,2021-12-10 20:37:08,2021-12-03,RSSS,"Research Solutions, Inc.",Robin Eugene Vlad,Dir,Purchase,$2.19,"+2,673.00","2,673.00",0%,"+$5,853.87"
9661,9661,None,2021-12-07 16:31:42,2021-12-03,ZD,"ZIFF DAVIS, INC.",Harris Teresa A,Dir,Purchase,$108.20,+460.00,460.00,0%,"+$49,772.14"
9703,9703,None,2021-12-07 14:15:23,2021-12-03,TTSH,"TILE SHOP HOLDINGS, INC.",Solheid Linda,Dir,Purchase,$7.64,"+3,060.00","45,305.00",7.24%,"+$23,378.40"
9724,9724,None,2021-12-07 10:25:16,2021-12-03,KELYA,KELLY SERVICES INC,Williams Vanessa Peterson,General Counsel,Purchase,$16.76,+100.00,"8,936.00",1.13%,"+$1,676.01"
9769,9769,M,2021-12-06 21:47:33,2021-12-03,ROCLU,Roth CH Acquisition V Co.,ROTH GORDON J,Chief Financial Officer,Purchase,$10.00,"+120,367.00","862,566.00",16.22%,"+$1,203,670.00"
9780,9780,None,2021-12-06 16:13:31,2021-12-03,GAIN,GLADSTONE INVESTMENT CORPORATION\DE,DULLUM DAVID A R,President,Purchase,$16.54,"+3,000.00","130,765.00",2.35%,"+$49,620.00"
9789,9789,None,2021-12-06 17:53:27,2021-12-03,SCPH,scPharmaceuticals Inc.,Tucker John H,"Dir,President and CEO",Purchase,$3.96,"+10,000.00","46,962.00",27.05%,"+$39,553.00"
9795,9795,None,2021-12-06 21:42:22,2021-12-03,ROCLU,Roth CH Acquisition V Co.,LIPMAN JOHN C,"Dir,Co-CEO & Co-Chairman of Board",Purchase,$10.00,"+111,948.00","802,232.00",16.22%,"+$1,119,480.00"
9817,9817,None,2021-12-06 17:55:14,2021-12-03,SCPH,scPharmaceuticals Inc.,Khattar Jack A.,Dir,Purchase,$3.91,"+5,000.00","5,000.00",0%,"+$19,569.00"
9825,9825,None,2021-12-06 21:39:17,2021-12-03,ROCLU,Roth CH Acquisition V Co.,CHAWLA SAM,Dir,Purchase,$10.00,"+4,569.00","42,523.00",12.04%,"+$45,690.00"
9829,9829,None,2021-12-06 21:49:19,2021-12-03,ROCLU,Roth CH Acquisition V Co.,Rothstein Adam,Dir,Purchase,$10.00,"+4,569.00","42,523.00",12.04%,"+$45,690.00"
9844,9844,None,2021-12-06 10:06:10,2021-12-03,VBIV,VBI Vaccines Inc,Beattie Nell,Chief Business Officer,Purchase,$2.45,"+8,200.00","68,200.00",13.67%,"+$20,083.44"
9855,9855,M,2021-12-06 21:46:00,2021-12-03,ROCLU,Roth CH Acquisition V Co.,Roth Byron,"Dir,Co-CEO & Co-Chairman of Board",Purchase,$10.00,"+173,722.00","1,244,910.00",16.22%,"+$1,737,220.00"
9856,9856,None,2021-12-06 21:40:54,2021-12-03,ROCLU,Roth CH Acquisition V Co.,Gurewitz Aaron,Co-President,Purchase,$10.00,"+17,942.00","128,570.00",16.22%,"+$179,420.00"
9865,9865,None,2021-12-06 21:44:29,2021-12-03,ROCLU,Roth CH Acquisition V Co.,Ellison Pamela Jean,Dir,Purchase,$10.00,"+4,569.00","42,523.00",12.04%,"+$45,690.00"
9905,9905,M,2021-12-03 16:50:41,2021-12-03,DLPN,"Dolphin Entertainment, Inc.",Stanham Nicholas,Dir,Purchase,$8.10,"+1,000.00","8,443.00",13.44%,"+$8,096.00"
9914,9914,None,2021-12-03 17:07:18,2021-12-03,BBY,BEST BUY CO INC,DOYLE J PATRICK,Dir,Purchase,$104.47,"+20,000.00","51,856.00",62.78%,"+$2,089,400.00"
257,257,None,2022-06-21 07:00:16,2022-06-16,SUN,Sunoco LP,Kim Joseph,"Dir,President & CEO",Purchase,$35.49,"+5,000.00","360,652.00",1.41%,"+$177,475.00"
1891,1891,M,2022-05-23 18:24:00,2022-05-20,KBR,"KBR, INC.",SOPP MARK W,EVP & Chief Financial Officer,Purchase,$46.85,"+2,150.00","118,497.00",1.85%,"+$100,719.46"
2031,2031,M,2022-05-20 15:05:22,2022-05-18,LIQT,LIQTECH INTERNATIONAL INC,MEEUSEN RICHARD A,Dir,Purchase,$0.53,"+192,125.00","220,125.00",686.16%,"+$102,755.00"
2151,2151,None,2022-05-19 16:08:55,2022-05-18,UFI,UNIFI INC,LANGONE KENNETH G,Dir,Purchase,$13.57,"+50,000.00","1,740,825.00",2.96%,"+$678,680.00"
2206,2206,None,2022-05-19 21:15:37,2022-05-17,LIQT,LIQTECH INTERNATIONAL INC,Stadil Simon Seidelin,Chief Financial Officer,Purchase,$0.50,"+80,000.00","80,000.00",0%,"+$40,000.00"
2207,2207,None,2022-05-19 21:16:01,2022-05-17,LIQT,LIQTECH INTERNATIONAL INC,VERNON MARK,Dir,Purchase,$0.50,"+500,000.00","721,093.00",226.15%,"+$250,000.00"
2208,2208,None,2022-05-19 21:16:16,2022-05-17,LIQT,LIQTECH INTERNATIONAL INC,BUEHLER ALEXANDER J,"Dir,Interim CEO",Purchase,$0.50,"+2,000,000.00","2,035,900.00",5571.03%,"+$1,000,000.00"
2209,2209,None,2022-05-19 21:16:42,2022-05-17,LIQT,LIQTECH INTERNATIONAL INC,Boswell Peyton,Dir,Purchase,$0.50,"+500,000.00","563,400.00",788.64%,"+$250,000.00"
2507,2507,M,2022-05-17 16:11:32,2022-05-13,ELY,CALLAWAY GOLF CO,Fine Rebecca,"EVP, Chief People Officer",Purchase,$21.61,"+2,101.00","6,960.00",43.24%,"+$45,395.84"
2831,2831,None,2022-05-13 20:15:35,2022-05-13,LIQT,LIQTECH INTERNATIONAL INC,LYTTON LAURENCE W,10%,Purchase,$0.50,"+1,375,000.00","3,644,848.00",60.58%,"+$687,500.00"
2852,2852,None,2022-05-13 16:37:15,2022-05-12,VERV,"Verve Therapeutics, Inc.",ADELMAN BURT A,Dir,Purchase,$12.15,"+10,000.00","428,326.00",2.39%,"+$121,526.00"
3273,3273,None,2022-05-09 16:05:44,2022-05-06,UFI,UNIFI INC,INGLE EDMUND M,"Dir,CEO",Purchase,$13.65,"+5,300.00","99,031.00",5.65%,"+$72,345.00"
3272,3272,M,2022-05-09 16:05:36,2022-05-05,UFI,UNIFI INC,CREATURO CRAIG A,EVP & CFO,Purchase,$13.95,"+10,000.00","50,508.00",24.69%,"+$139,510.00"
3361,3361,M,2022-05-09 16:19:32,2022-05-05,EHC,Encompass Health Corp,O’Connor Kevin J.,Dir,"Grant,Purchase",$20.61,"+3,226.00","3,436.00",1536.19%,"+$66,480.00"
5189,5189,None,2022-03-17 12:22:45,2022-03-16,FCRD,"First Eagle Alternative Capital BDC, Inc.",Hickey Robert J.,other,Purchase,$4.29,"+1,814.00","72,470.00",2.57%,"+$7,782.06"
5168,5168,None,2022-03-17 07:58:16,2022-03-15,VERV,"Verve Therapeutics, Inc.",ADELMAN BURT A,Dir,Purchase,$21.38,"+4,000.00","418,326.00",0.97%,"+$85,535.20"
5364,5364,None,2022-03-15 16:20:34,2022-03-14,ELY,CALLAWAY GOLF CO,BREWER OLIVER G III,"Dir,President and CEO",Purchase,$21.55,"+16,000.00","1,197,192.00",1.35%,"+$344,800.00"
5430,5430,None,2022-03-15 16:22:14,2022-03-14,ELY,CALLAWAY GOLF CO,Lynch Brian P.,"EVP, CFO",Purchase,$21.73,"+15,000.00","65,162.00",29.9%,"+$325,894.50"
5478,5478,None,2022-03-14 17:28:17,2022-03-14,YTEN,"YIELD10 BIOSCIENCE, INC.",Sinskey Anthony J,Dir,Purchase,$6.23,"+1,000.00","11,309.00",9.7%,"+$6,230.00"
5563,5563,M,2022-03-14 16:25:12,2022-03-11,SNEX,StoneX Group Inc.,Perkins Abigail H,Chief Information Officer,Purchase,$71.75,"+1,000.00","4,403.00",29.39%,"+$71,751.80"
5514,5514,None,2022-03-14 16:39:07,2022-03-10,SATS,EchoStar CORP,Dodge R Stanton,Dir,Purchase,$24.17,"+20,500.00","21,011.00",4011.74%,"+$495,485.00"
5692,5692,M,2022-03-10 16:21:00,2022-03-08,SNEX,StoneX Group Inc.,Stevens Glenn Henry,other,Purchase,$70.14,"+5,000.00","37,767.00",15.26%,"+$350,690.25"
5773,5773,None,2022-03-09 18:15:59,2022-03-08,SNEX,StoneX Group Inc.,Rotsztain Diego,Chief Governance/Legal Officer,Purchase,$66.24,+750.00,"8,343.00",9.88%,"+$49,682.32"
7652,7652,M,2022-01-25 17:44:22,2022-01-21,LIQT,LIQTECH INTERNATIONAL INC,LYTTON LAURENCE W,10%,Purchase,$5.33,"+36,189.00","2,269,848.00",1.62%,"+$192,795.66"
8250,8250,M,2022-01-05 19:42:57,2022-01-03,LIQT,LIQTECH INTERNATIONAL INC,LYTTON LAURENCE W,10%,Purchase,$5.95,"+23,685.00","2,233,659.00",1.07%,"+$140,925.75"
8644,8644,None,2021-12-23 16:05:49,2021-12-22,SNEX,StoneX Group Inc.,Perkins Abigail H,Chief Information Officer,Purchase,$59.30,"+1,250.00","3,403.00",58.06%,"+$74,124.25"
8654,8654,M,2021-12-22 19:00:49,2021-12-20,LIQT,LIQTECH INTERNATIONAL INC,LYTTON LAURENCE W,10%,Purchase,$5.02,"+81,095.00","2,209,974.00",3.81%,"+$407,221.35"
8690,8690,None,2021-12-22 16:33:56,2021-12-20,SNEX,StoneX Group Inc.,Stevens Glenn Henry,other,Purchase,$57.48,"+1,500.00","32,767.00",4.8%,"+$86,216.85"
8695,8695,None,2021-12-22 16:34:21,2021-12-20,SNEX,StoneX Group Inc.,Rotsztain Diego,Chief Governance/Legal Officer,Purchase,$57.00,+877.00,"7,593.00",13.06%,"+$49,989.00"
8806,8806,None,2021-12-21 20:39:03,2021-12-17,ANEB,"Anebulo Pharmaceuticals, Inc.",English Aron R.,"Dir,10%,other",Purchase,$6.59,+400.00,"8,017,241.00",0%,"+$2,634.32"
8854,8854,None,2021-12-20 12:05:01,2021-12-17,PRGO,PERRIGO Co plc,KINGMA TODD W,"Executive VP, General Counsel",Purchase,$37.55,"+3,000.00","53,856.00",5.9%,"+$112,648.20"
8972,8972,None,2021-12-17 12:34:40,2021-12-16,PRGO,PERRIGO Co plc,Parker Geoffrey M.,Dir,Purchase,$36.85,"+5,000.00","24,609.00",25.5%,"+$184,270.00"
9069,9069,None,2021-12-16 15:39:59,2021-12-16,PRGO,PERRIGO Co plc,Alford Bradley A,Dir,Purchase,$36.88,"+13,000.00","23,978.15",118.42%,"+$479,408.80"
9086,9086,None,2021-12-16 11:37:57,2021-12-14,ANEB,"Anebulo Pharmaceuticals, Inc.",English Aron R.,"Dir,10%,other",Purchase,$5.89,+412.00,"8,016,841.00",0.01%,"+$2,428.74"
9280,9280,None,2021-12-14 17:00:28,2021-12-14,SUN,Sunoco LP,Ramsey Matthew S.,Dir,Purchase,$37.50,"+2,500.00","77,830.00",3.32%,"+$93,750.00"
9266,9266,None,2021-12-14 16:53:11,2021-12-10,SNEX,StoneX Group Inc.,Stevens Glenn Henry,other,Purchase,$59.92,"+2,500.00","25,000.00",11.11%,"+$149,789.00"
9329,9329,None,2021-12-13 16:01:50,2021-12-10,UFI,UNIFI INC,LANGONE KENNETH G,Dir,Purchase,$23.84,"+2,500.00","1,690,825.00",0.15%,"+$59,600.00"
9343,9343,M,2021-12-13 16:55:12,2021-12-09,YTEN,"YIELD10 BIOSCIENCE, INC.",Sinskey Anthony J,Dir,Purchase,$5.04,"+6,000.00","10,309.00",139.24%,"+$30,260.00"
9485,9485,None,2021-12-10 16:39:24,2021-12-09,SNEX,StoneX Group Inc.,Thamodaran Dhamu R.,Dir,Purchase,$63.05,"+5,000.00","10,585.00",89.53%,"+$315,250.00"
9516,9516,M,2021-12-09 16:35:45,2021-12-07,UFI,UNIFI INC,LANGONE KENNETH G,Dir,Purchase,$23.06,"+22,500.00","1,688,325.00",1.35%,"+$518,945.00"
9620,9620,None,2021-12-08 16:23:44,2021-12-06,SNEX,StoneX Group Inc.,Stevens Glenn Henry,other,Purchase,$64.02,"+2,500.00","22,500.00",12.5%,"+$160,051.50"
9705,9705,M,2021-12-07 11:12:10,2021-12-06,PRGO,PERRIGO Co plc,Andersen Svend,EVP & President CHCI,Purchase,$37.10,"+3,655.00","32,899.00",12.5%,"+$135,599.40"
9664,9664,None,2021-12-07 10:27:19,2021-12-03,YTEN,"YIELD10 BIOSCIENCE, INC.",HAASER CHARLES B,VP Fin and CAO,Purchase,$4.20,"+2,400.00","11,320.00",26.91%,"+$10,079.76"
9700,9700,None,2021-12-07 16:44:11,2021-12-03,SNEX,StoneX Group Inc.,Thamodaran Dhamu R.,Dir,Purchase,$61.25,"+5,000.00","5,585.00",854.7%,"+$306,250.00"
9771,9771,None,2021-12-06 08:31:07,2021-12-03,PRGO,PERRIGO Co plc,SILCOCK RAYMOND,"EVP, Chief Financial Officer",Purchase,$36.03,"+27,500.00","37,696.00",269.71%,"+$990,929.50"
9957,9957,None,2021-12-03 19:58:43,2021-12-03,ANEB,"Anebulo Pharmaceuticals, Inc.",English Aron R.,"Dir,10%,other",Purchase,$5.93,"+4,500.00","8,016,429.00",0.06%,"+$26,685.00"
4851,4851,None,2022-03-25 16:36:22,2021-12-02,SATS,EchoStar CORP,Wade William David,Dir,Purchase,$27.03,+443.00,443.00,0%,"+$11,974.29"
9737,9737,M,2021-12-06 16:29:38,2021-12-02,UFI,UNIFI INC,LANGONE KENNETH G,Dir,Purchase,$21.00,"+25,000.00","1,665,825.00",1.52%,"+$524,920.00"
9753,9753,M,2021-12-06 14:08:08,2021-12-02,IIIV,"i3 Verticals, Inc.",DAILY GREGORY S,"Dir,Chief Executive Officer10%",Purchase,$18.77,"+82,087.00","177,683.00",85.87%,"+$1,540,725.04"
9754,9754,None,2021-12-06 16:56:28,2021-12-02,ELY,CALLAWAY GOLF CO,BREWER OLIVER G III,"Dir,President and CEO",Purchase,$25.55,"+4,000.00","984,443.00",0.41%,"+$102,199.20"
9764,9764,M,2021-12-06 18:19:46,2021-12-02,YTEN,"YIELD10 BIOSCIENCE, INC.",Sinskey Anthony J,Dir,Purchase,$4.48,"+4,000.00","4,309.00",1294.5%,"+$17,916.00"
9776,9776,None,2021-12-06 08:11:27,2021-12-02,VERV,"Verve Therapeutics, Inc.",ADELMAN BURT A,Dir,Purchase,$31.34,"+4,700.00","414,326.00",1.15%,"+$147,303.64"
9791,9791,None,2021-12-06 14:38:49,2021-12-02,LIQT,LIQTECH INTERNATIONAL INC,Boswell Peyton,Dir,Purchase,$4.89,"+10,000.00","57,160.00",21.2%,"+$48,900.00"
